real,user,sys
0.777,6.000,0.031
0.736,5.531,0.031
40,1000,
0.595,4.594,0.000
0.743,5.656,0.000
0.721,5.438,0.031
0.720,5.516,0.000
0.687,5.156,0.016
0.812,6.094,0.016
0.577,4.375,0.016
0.539,3.938,0.000
0.707,5.344,0.016
0.610,4.625,0.016
40,10000,
0.803,6.016,0.016
0.629,4.750,0.016
0.693,5.188,0.016
0.767,5.641,0.016
0.612,4.578,0.000
0.715,5.438,0.016
0.668,5.016,0.000
0.701,5.297,0.000
0.753,5.750,0.016
0.557,4.094,0.000
40,100000,
0.793,5.969,0.016
0.633,4.766,0.016
0.584,4.281,0.016
0.745,5.719,0.000
0.789,5.859,0.000
0.776,5.844,0.016
0.770,5.859,0.000
0.606,4.453,0.000
0.703,5.266,0.000
0.599,4.609,0.000
40,1000000,
0.792,6.094,0.000
0.631,4.828,0.000
0.704,5.313,0.031
0.587,4.359,0.000
0.638,4.813,0.016
0.613,4.688,0.031
0.693,5.219,0.000
0.611,4.578,0.000
0.715,5.516,0.000
0.705,5.359,0.078
40,10000000,
0.681,5.156,0.094
0.694,5.141,0.125
0.632,4.719,0.078
0.591,4.406,0.000
0.722,5.359,0.047
0.701,5.313,0.031
0.670,4.984,0.063
0.689,5.250,0.078
0.761,5.734,0.063
0.693,5.125,0.063
40,100000000,
0.672,4.969,0.016
0.724,5.406,0.016
0.640,4.719,0.016
0.729,5.469,0.016
0.607,4.641,0.016
0.635,4.750,0.031
0.620,4.656,0.000
0.707,5.250,0.016
0.590,4.438,0.000
0.615,4.641,0.031
50,1,
2.934,5.516,17.359
2.916,6.078,16.406
3.018,6.078,17.578
2.898,5.672,17.047
2.859,5.641,16.688
2.840,5.906,16.297
2.886,5.359,17.328
2.890,5.406,17.328
2.882,5.766,16.734
2.942,6.031,16.906
50,10,
0.667,2.875,2.234
0.616,2.578,2.141
0.624,2.313,2.500
0.623,2.688,2.188
0.623,2.453,2.219
0.623,2.609,2.109
0.646,2.781,2.094
0.655,2.578,2.453
0.693,2.969,2.281
0.623,2.734,2.063
50,100,
0.591,4.422,0.063
0.750,5.672,0.047
0.617,4.594,0.078
0.536,3.984,0.031
0.584,4.344,0.063
0.660,4.969,0.031
0.605,4.453,0.047
0.554,4.078,0.109
0.598,4.453,0.047
0.658,4.828,0.031
50,1000,
0.707,5.359,0.016
0.585,4.438,0.047
0.642,4.844,0.000
0.530,3.969,0.016
0.593,4.453,0.000
0.587,4.359,0.031
0.650,4.906,0.031
0.675,5.188,0.063
0.673,5.125,0.078
0.743,5.828,0.016
50,10000,
0.649,4.953,0.000
0.701,5.250,0.016
0.646,4.859,0.031
0.689,5.188,0.000
0.638,4.906,0.016
0.720,5.422,0.031
0.645,4.813,0.031
0.711,5.422,0.000
0.625,4.797,0.000
0.718,5.484,0.016
50,100000,
0.668,4.969,0.031
0.663,5.031,0.016
0.665,4.891,0.031
0.639,4.891,0.031
0.689,5.266,0.000
0.710,5.406,0.016
0.670,5.172,0.016
0.673,5.156,0.000
0.731,5.438,0.031
0.651,4.953,0.000
50,1000000,
0.697,5.281,0.000
0.688,5.297,0.000
0.672,5.125,0.047
0.709,5.453,0.031
0.625,4.688,0.078
0.708,5.422,0.047
0.714,5.469,0.094
0.710,5.438,0.063
0.699,5.344,0.016
0.709,5.438,0.000
50,10000000,
0.595,4.344,0.000
0.637,4.938,0.000
0.716,5.547,0.031
0.712,5.344,0.031
0.701,5.297,0.016
0.750,5.766,0.016
0.680,5.344,0.000
0.630,4.688,0.031
0.685,5.250,0.016
0.707,5.375,0.000
50,100000000,
0.658,4.969,0.047
0.602,4.484,0.016
0.589,4.406,0.016
0.654,5.063,0.000
0.712,5.422,0.000
0.652,4.938,0.031
0.685,5.219,0.000
0.597,4.469,0.000
0.658,5.031,0.016
0.688,5.266,0.000
60,1,
2.867,5.859,16.641
2.935,5.656,17.500
2.853,5.688,16.625
2.961,5.781,17.609
2.958,5.969,17.266
2.872,5.578,16.953
2.954,5.766,17.484
2.921,5.609,17.297
2.950,6.016,17.156
2.833,5.563,16.063
60,10,
0.674,2.578,2.297
0.578,1.984,1.844
0.603,2.406,1.984
0.604,2.406,1.906
0.631,2.563,1.922
0.527,1.813,1.422
0.579,1.969,1.609
0.521,1.766,1.453
0.588,2.656,1.516
0.556,1.891,1.703
60,100,
0.646,4.609,0.016
0.513,3.750,0.063
0.472,3.063,0.047
0.430,2.734,0.000
0.601,4.531,0.031
0.562,4.047,0.094
0.725,5.313,0.078
0.702,5.453,0.000
0.391,2.406,0.047
0.421,2.656,0.063
60,1000,
0.646,4.000,0.094
0.607,4.281,0.000
0.638,4.266,0.031
0.598,3.906,0.063
0.678,5.141,0.016
0.731,5.500,0.047
0.717,5.391,0.047
0.691,5.281,0.063
0.733,5.641,0.063
0.650,4.922,0.078
60,10000,
0.761,5.828,0.047
0.614,4.563,0.047
0.791,6.031,0.063
0.725,5.531,0.000
0.708,5.391,0.031
0.740,5.750,0.016
0.750,5.719,0.016
0.621,4.688,0.031
0.795,6.109,0.078
0.619,4.688,0.016
60,100000,
0.629,4.594,0.047
0.712,5.328,0.016
0.702,5.281,0.016
0.701,5.297,0.000
0.727,5.500,0.063
0.804,6.266,0.000
0.656,4.844,0.063
0.737,5.609,0.047
0.594,4.344,0.047
0.753,5.859,0.047
60,1000000,
0.632,4.797,0.000
0.691,5.344,0.000
0.721,5.484,0.016
0.647,4.875,0.000
0.758,5.906,0.000
0.664,5.063,0.000
0.721,5.500,0.000
0.603,3.781,0.047
0.703,4.938,0.031
0.687,5.250,0.016
60,10000000,
0.708,5.359,0.047
0.651,4.891,0.000
0.678,5.156,0.016
0.622,4.625,0.016
0.723,5.516,0.031
0.610,4.516,0.047
0.761,5.828,0.047
0.606,4.531,0.000
0.693,5.328,0.016
0.682,5.203,0.000
60,100000000,
0.761,5.641,0.047
0.644,4.859,0.031
0.660,4.984,0.016
0.616,4.625,0.031
0.737,5.578,0.016
0.766,5.859,0.063
0.710,5.375,0.047
0.679,5.094,0.063
0.743,5.563,0.016
0.611,4.609,0.016
70,1,
2.841,5.891,16.344
2.932,5.984,16.547
2.772,5.391,15.359
2.882,5.859,16.203
2.998,5.953,17.375
2.964,5.297,18.094
2.853,5.594,16.703
2.855,5.578,16.516
2.782,5.453,15.234
2.916,5.469,17.188
70,10,
0.650,2.375,2.516
0.568,2.219,2.125
0.570,2.141,1.906
0.636,2.266,2.484
0.570,2.156,2.031
0.622,2.203,2.250
0.576,1.984,2.297
0.573,2.031,2.219
0.579,2.328,2.016
0.570,2.344,2.031
70,100,
0.674,4.859,0.094
0.775,5.906,0.078
0.666,5.047,0.125
0.738,5.625,0.109
0.674,5.063,0.094
0.680,5.172,0.078
0.705,5.406,0.141
0.754,5.672,0.125
0.293,1.641,0.078
0.689,4.906,0.141
70,1000,
0.685,5.078,0.031
0.697,5.344,0.016
0.574,4.313,0.063
0.616,4.719,0.000
0.604,4.484,0.016
0.734,5.422,0.094
0.752,5.688,0.156
0.636,4.906,0.016
0.788,5.969,0.016
0.611,4.609,0.016
70,10000,
0.691,5.203,0.016
0.653,4.969,0.000
0.637,4.594,0.047
0.695,5.281,0.016
0.609,4.438,0.047
0.684,5.266,0.031
0.746,5.656,0.047
0.722,5.500,0.016
0.587,4.438,0.094
0.669,5.078,0.109
70,100000,
0.670,5.078,0.031
0.722,5.547,0.047
0.561,4.094,0.141
0.653,4.844,0.141
0.617,4.719,0.047
0.749,5.719,0.063
0.661,5.016,0.141
0.678,5.156,0.063
0.661,5.078,0.078
0.707,5.484,0.063
70,1000000,
0.788,5.969,0.047
0.701,5.281,0.016
0.558,4.125,0.063
0.826,6.375,0.078
0.682,5.109,0.047
0.560,4.094,0.031
0.682,5.203,0.016
0.616,4.578,0.000
0.656,4.906,0.000
0.651,5.016,0.016
70,10000000,
0.693,5.266,0.031
0.635,4.781,0.047
0.733,5.609,0.063
0.692,5.156,0.141
0.726,5.422,0.109
0.789,5.938,0.125
0.716,5.453,0.156
0.692,5.359,0.063
0.738,5.469,0.109
0.674,5.141,0.094
70,100000000,
0.785,5.984,0.109
0.731,5.609,0.109
0.683,5.156,0.109
0.666,5.047,0.094
0.709,5.453,0.078
0.772,5.859,0.141
0.721,5.406,0.109
0.620,4.641,0.109
0.709,5.422,0.109
0.695,5.344,0.016
80,1,
2.878,5.906,16.625
2.812,5.422,16.672
2.755,4.766,14.531
2.918,5.453,16.359
2.869,5.141,17.469
2.794,5.734,16.219
2.775,5.172,16.625
2.838,5.844,16.391
2.871,5.641,16.781
2.885,5.297,17.375
80,10,
0.571,1.906,2.422
0.553,1.891,2.281
0.553,2.281,1.969
0.562,2.188,2.094
0.569,2.063,2.313
0.562,2.125,2.109
0.628,2.016,2.766
0.555,1.578,2.516
0.562,2.266,1.984
0.567,2.203,2.109
80,100,
0.673,5.016,0.047
0.628,4.688,0.031
0.504,3.578,0.031
0.792,6.094,0.016
0.646,4.750,0.078
0.787,5.906,0.063
0.765,5.625,0.078
0.733,5.500,0.047
0.660,4.906,0.031
0.717,5.344,0.016
80,1000,
0.625,4.703,0.016
0.578,4.188,0.063
0.641,4.750,0.016
0.765,5.766,0.000
0.685,5.125,0.047
0.717,5.391,0.016
0.722,5.531,0.031
0.804,6.031,0.016
0.562,4.219,0.000
0.696,5.203,0.031
80,10000,
0.795,5.984,0.063
0.749,5.469,0.016
0.774,5.766,0.016
0.689,5.016,0.031
0.684,5.109,0.031
0.720,5.328,0.016
0.651,4.984,0.016
0.805,6.094,0.063
0.778,5.906,0.047
0.646,4.719,0.016
80,100000,
0.828,6.250,0.016
0.617,4.594,0.031
0.862,6.625,0.016
0.837,6.422,0.016
0.818,6.156,0.031
0.802,6.078,0.016
0.790,6.016,0.000
0.653,4.906,0.031
0.762,5.813,0.031
0.744,5.656,0.109
80,1000000,
0.756,5.641,0.063
0.634,4.719,0.031
0.660,4.984,0.031
0.713,5.359,0.000
0.809,6.141,0.016
0.684,5.125,0.016
0.588,4.438,0.047
0.786,5.938,0.031
0.781,6.031,0.016
0.643,4.750,0.031
80,10000000,
0.659,4.938,0.016
0.674,5.109,0.016
0.854,6.422,0.078
0.780,5.844,0.031
0.757,5.672,0.016
0.707,5.359,0.016
0.853,6.594,0.016
0.767,5.875,0.000
0.737,5.547,0.063
0.717,5.438,0.031
80,100000000,
0.682,5.047,0.031
0.681,5.047,0.031
0.738,5.547,0.031
0.661,5.109,0.000
0.769,5.859,0.031
0.753,5.641,0.016
0.788,5.969,0.016
0.759,5.656,0.047
0.789,6.063,0.031
0.634,4.750,0.016
90,1,
2.840,5.484,16.828
2.845,5.594,16.703
2.820,5.438,16.359
2.800,5.500,16.234
2.842,5.297,16.922
2.797,5.453,16.453
2.904,5.188,17.313
2.821,5.438,16.531
2.893,5.469,17.172
2.958,6.094,17.125
90,10,
0.594,2.094,2.391
0.557,2.203,2.000
0.565,2.234,2.063
0.592,2.328,2.156
0.562,2.094,2.219
0.554,2.156,2.016
0.553,2.328,1.891
0.625,2.406,2.250
0.569,2.234,2.063
0.563,2.203,2.141
90,100,
0.708,5.328,0.047
0.720,5.422,0.047
0.760,5.656,0.078
0.802,6.000,0.047
0.685,5.172,0.016
0.705,5.297,0.047
0.593,4.453,0.016
0.678,4.984,0.047
0.754,5.672,0.031
0.782,5.703,0.094
90,1000,
0.696,5.109,0.031
0.680,5.094,0.031
0.652,4.859,0.016
0.742,5.563,0.000
0.742,5.688,0.063
0.656,4.938,0.016
0.679,5.063,0.047
0.741,5.531,0.016
0.818,6.234,0.063
0.735,5.344,0.031
90,10000,
0.714,5.313,0.063
0.609,4.453,0.047
0.715,5.406,0.063
0.739,5.563,0.078
0.693,5.125,0.031
0.660,5.000,0.047
0.718,5.406,0.031
0.663,4.906,0.016
0.675,5.094,0.078
0.657,4.953,0.000
90,100000,
0.709,5.359,0.031
0.792,5.953,0.031
0.716,5.344,0.031
0.720,5.391,0.047
0.636,4.719,0.000
0.712,5.219,0.016
0.696,5.297,0.000
0.721,5.438,0.031
0.704,5.250,0.031
0.681,5.063,0.078
90,1000000,
0.854,6.469,0.031
0.662,4.953,0.016
0.656,4.938,0.031
0.729,5.609,0.031
0.571,4.172,0.078
0.673,5.000,0.063
0.773,5.859,0.078
0.804,6.016,0.125
0.670,5.031,0.156
0.744,5.656,0.141
90,10000000,
0.696,5.266,0.094
0.718,5.484,0.125
0.747,5.609,0.172
0.662,4.984,0.141
0.677,5.000,0.016
0.687,5.172,0.031
0.717,5.328,0.063
0.724,5.500,0.031
0.704,5.156,0.031
0.771,5.781,0.031
90,100000000,
0.834,6.344,0.031
0.679,5.078,0.016
0.651,4.922,0.047
0.553,4.125,0.031
0.777,5.875,0.047
0.767,5.719,0.031
0.743,5.641,0.031
0.659,5.016,0.000
0.731,5.547,0.047
0.669,5.000,0.172
100,1,
2.934,5.594,17.578
2.890,5.703,17.172
2.867,5.453,17.094
2.757,4.828,16.891
2.912,5.953,17.047
2.759,5.500,16.250
2.873,5.672,17.141
2.888,5.391,17.469
2.877,5.063,17.547
2.836,5.875,16.563
100,10,
0.571,2.203,2.125
0.550,1.891,2.266
0.553,1.969,2.188
0.541,1.750,2.297
0.555,1.813,2.406
0.549,1.766,2.250
0.540,1.922,2.141
0.554,1.922,2.250
0.593,2.250,2.313
0.552,1.891,2.406
100,100,
0.649,4.703,0.234
0.565,4.234,0.125
0.760,5.688,0.156
0.697,5.266,0.078
0.549,4.047,0.188
0.608,4.406,0.203
0.478,3.609,0.141
0.760,5.734,0.141
0.725,5.438,0.172
0.733,5.625,0.109
100,1000,
0.660,4.844,0.031
0.721,5.344,0.016
0.782,5.781,0.016
0.748,5.625,0.031
0.614,4.609,0.031
0.580,4.297,0.000
0.693,5.234,0.047
0.606,4.500,0.031
0.750,5.547,0.094
0.723,5.500,0.031
100,10000,
0.761,5.672,0.078
0.590,4.313,0.078
0.779,5.719,0.234
0.710,5.438,0.125
0.737,5.469,0.094
0.601,4.375,0.078
0.727,5.328,0.125
0.719,5.359,0.172
0.781,5.766,0.219
0.704,5.313,0.156
100,100000,
0.762,5.563,0.141
0.720,5.469,0.156
0.731,5.484,0.156
0.581,4.328,0.156
0.737,5.469,0.172
0.762,5.766,0.156
0.838,6.219,0.188
0.615,4.625,0.125
0.693,5.266,0.109
0.722,5.438,0.094
100,1000000,
0.636,4.766,0.094
0.750,5.625,0.203
0.715,5.406,0.172
0.598,4.516,0.125
0.617,4.563,0.203
0.747,5.703,0.156
0.605,4.516,0.141
0.678,5.109,0.156
0.697,5.250,0.094
0.716,5.234,0.203
100,10000000,
0.768,5.828,0.109
0.578,4.297,0.125
0.748,5.625,0.156
0.735,5.641,0.109
0.740,5.563,0.016
0.768,5.656,0.047
0.570,4.375,0.031
0.724,5.266,0.016
0.751,5.750,0.031
0.714,5.234,0.031
100,100000000,
0.629,4.688,0.063
0.730,5.453,0.016
0.673,5.094,0.031
0.624,4.750,0.016
0.724,5.516,0.016
0.789,6.031,0.016
0.773,5.844,0.031
0.650,5.000,0.016
0.527,3.875,0.016
0.615,4.531,0.078
200,1,
2.870,5.156,17.297
2.842,5.234,16.891
2.762,5.172,15.859
2.872,5.281,17.047
2.718,5.078,16.047
2.715,5.203,15.875
2.862,5.531,16.750
2.885,5.594,16.938
2.877,5.313,17.063
2.774,5.219,16.359
200,10,
0.554,2.047,2.094
0.515,1.813,2.031
0.573,1.922,2.406
0.591,2.031,2.344
0.521,1.609,2.297
0.529,1.734,2.281
0.532,1.703,2.219
0.516,1.781,2.109
0.526,1.656,2.297
0.571,2.047,2.297
200,100,
0.626,4.453,0.344
0.755,5.563,0.156
0.714,5.266,0.156
0.533,3.594,0.422
0.691,5.109,0.219
0.768,5.516,0.422
0.711,5.109,0.344
0.559,4.047,0.172
0.552,3.906,0.359
0.577,4.219,0.109
200,1000,
0.716,5.078,0.172
0.596,4.203,0.109
0.490,3.438,0.125
0.606,4.156,0.172
0.709,5.000,0.125
0.757,5.578,0.203
0.627,4.406,0.422
0.714,5.219,0.328
0.702,5.359,0.094
0.564,4.109,0.250
200,10000,
0.563,3.938,0.297
0.613,4.563,0.156
0.507,3.484,0.313
0.704,4.953,0.422
0.648,4.453,0.422
0.570,4.016,0.375
0.623,4.531,0.281
0.565,4.266,0.125
0.577,4.031,0.359
0.549,3.750,0.422
200,100000,
0.562,4.078,0.141
0.564,3.828,0.141
0.692,4.844,0.094
0.753,5.438,0.078
0.713,5.250,0.250
0.596,4.219,0.281
0.576,4.172,0.313
0.671,4.938,0.156
0.733,5.391,0.219
0.544,3.797,0.344
200,1000000,
0.600,4.234,0.063
0.588,4.219,0.063
0.585,4.031,0.125
0.673,4.766,0.156
0.533,3.750,0.063
0.563,3.922,0.141
0.718,5.172,0.125
0.721,5.406,0.094
0.569,3.891,0.438
0.661,4.688,0.391
200,10000000,
0.698,5.156,0.188
0.691,4.984,0.281
0.643,4.500,0.078
0.754,5.531,0.094
0.597,4.156,0.125
0.600,4.484,0.078
0.675,4.813,0.109
0.588,4.125,0.188
0.611,4.313,0.156
0.698,5.078,0.109
200,100000000,
0.669,4.859,0.188
0.626,4.391,0.063
0.686,4.906,0.078
0.516,3.734,0.156
0.598,4.344,0.203
0.746,5.297,0.094
0.702,4.938,0.125
0.676,4.938,0.094
0.609,4.344,0.078
0.638,4.625,0.141
300,1,
2.828,5.516,16.313
2.798,5.016,16.656
2.796,5.172,16.688
2.685,5.531,15.250
2.847,5.422,16.688
2.814,5.000,16.891
2.904,5.500,17.031
2.816,5.516,16.297
2.804,5.609,16.156
2.824,5.078,16.781
300,10,
0.514,1.813,1.813
0.512,1.359,2.422
0.521,1.750,2.031
0.502,1.516,2.234
0.566,1.766,2.266
0.503,1.844,1.813
0.574,1.922,2.391
0.578,1.813,2.359
0.513,1.516,2.281
0.513,1.406,2.359
300,100,
0.608,4.250,0.141
0.587,3.969,0.172
0.544,3.766,0.141
0.712,5.234,0.094
0.696,5.078,0.203
0.662,4.797,0.188
0.584,4.156,0.109
0.582,3.938,0.141
0.666,4.656,0.281
0.645,4.500,0.063
300,1000,
0.683,4.719,0.281
0.536,3.594,0.156
0.609,4.219,0.094
0.665,4.656,0.250
0.637,4.563,0.125
0.529,3.484,0.109
0.679,4.766,0.141
0.718,5.266,0.219
0.555,3.734,0.094
0.565,3.891,0.078
300,10000,
0.692,4.844,0.219
0.542,3.906,0.109
0.625,4.281,0.156
0.679,4.953,0.203
0.605,4.156,0.109
0.638,4.578,0.234
0.669,4.672,0.141
0.684,5.047,0.234
0.674,4.641,0.125
0.576,4.000,0.094
300,100000,
0.745,5.297,0.219
0.532,3.609,0.078
0.592,4.297,0.203
0.593,4.031,0.109
0.682,4.766,0.109
0.606,4.281,0.156
0.709,5.063,0.125
0.691,4.891,0.172
0.732,4.969,0.156
0.699,4.969,0.094
300,1000000,
0.582,3.984,0.172
0.509,3.391,0.375
0.543,3.859,0.250
0.686,4.859,0.141
0.548,3.781,0.141
0.591,4.078,0.078
0.561,3.938,0.156
0.626,4.313,0.109
0.664,4.719,0.141
0.704,4.875,0.188
300,10000000,
0.581,4.219,0.188
0.604,4.047,0.141
0.625,4.359,0.172
0.727,5.281,0.266
0.487,3.328,0.141
0.630,4.641,0.172
0.675,4.672,0.078
0.546,3.781,0.109
0.612,4.078,0.094
0.590,4.016,0.219
300,100000000,
0.576,4.000,0.250
0.603,4.156,0.172
0.608,4.156,0.188
0.583,3.953,0.109
0.518,3.500,0.125
0.691,4.672,0.125
0.689,4.766,0.172
0.665,4.469,0.156
0.553,3.750,0.156
0.687,5.078,0.188
400,1,
2.771,5.609,16.031
2.818,5.531,16.578
2.859,5.625,16.688
2.790,5.234,16.656
2.815,5.000,16.953
2.711,5.109,15.875
2.690,4.813,16.016
2.700,5.453,15.594
2.784,5.203,16.672
2.855,5.641,16.625
400,10,
0.504,1.563,2.219
0.522,1.703,2.156
0.519,1.531,2.234
0.492,1.469,2.156
0.587,1.969,2.391
0.509,1.578,2.125
0.512,1.563,2.219
0.527,1.906,1.984
0.525,1.594,2.313
0.507,1.625,2.125
400,100,
0.547,3.734,0.297
0.655,4.453,0.438
0.594,3.906,0.281
0.569,3.797,0.313
0.531,3.406,0.250
0.548,3.563,0.328
0.658,4.625,0.313
0.608,4.125,0.234
0.661,4.438,0.141
0.645,4.266,0.203
400,1000,
0.694,4.703,0.188
0.510,3.359,0.266
0.441,2.750,0.313
0.601,3.984,0.328
0.515,3.422,0.141
0.682,4.563,0.250
0.542,3.688,0.156
0.701,4.781,0.281
0.669,4.453,0.328
0.590,4.016,0.219
400,10000,
0.644,4.484,0.250
0.655,4.422,0.281
0.658,4.453,0.281
0.684,4.656,0.281
0.655,4.500,0.156
0.541,3.453,0.328
0.617,4.219,0.203
0.633,4.422,0.203
0.580,4.156,0.203
0.632,4.125,0.234
400,100000,
0.585,3.781,0.297
0.570,3.766,0.344
0.620,4.328,0.219
0.574,3.859,0.281
0.686,4.844,0.234
0.609,4.109,0.141
0.594,3.953,0.250
0.566,3.781,0.281
0.509,3.234,0.234
0.617,4.078,0.328
400,1000000,
0.642,4.203,0.266
0.600,4.016,0.094
0.604,4.188,0.234
0.542,3.703,0.234
0.510,3.391,0.125
0.622,4.141,0.297
0.556,3.703,0.281
0.573,3.703,0.266
0.635,4.406,0.234
0.695,4.734,0.328
400,10000000,
0.560,3.531,0.234
0.620,4.266,0.234
0.607,4.063,0.203
0.639,4.281,0.172
0.672,4.672,0.156
0.532,3.531,0.156
0.561,3.688,0.266
0.662,4.453,0.203
0.500,3.328,0.359
0.509,3.281,0.469
400,100000000,
0.647,4.313,0.344
0.720,4.750,0.688
0.563,3.656,0.641
0.500,3.234,0.516
0.517,3.516,0.391
0.695,4.922,0.375
0.608,4.203,0.359
0.583,4.016,0.391
0.647,4.406,0.547
0.616,4.344,0.266
500,1,
2.710,5.219,15.563
2.863,5.219,16.703
2.817,4.672,17.219
2.806,5.250,16.344
2.644,4.641,15.422
2.755,4.906,15.922
2.729,5.641,15.250
2.852,5.172,16.859
2.805,4.953,16.656
2.795,5.156,16.359
500,10,
0.573,1.719,2.281
0.500,1.125,2.281
0.582,1.516,2.391
0.511,1.250,2.125
0.500,1.531,1.984
0.511,1.547,2.063
0.506,1.469,2.047
0.544,1.578,2.281
0.499,1.641,1.750
0.558,1.516,2.469
500,100,
0.656,4.313,0.203
0.620,4.125,0.297
0.530,3.359,0.344
0.605,3.750,0.422
0.626,4.219,0.359
0.643,4.406,0.250
0.585,3.906,0.344
0.660,4.438,0.438
0.488,3.078,0.328
0.712,4.703,0.578
500,1000,
0.709,4.609,0.313
0.479,3.109,0.125
0.581,3.891,0.266
0.582,3.781,0.328
0.452,2.859,0.313
0.525,3.344,0.297
0.657,4.359,0.422
0.550,3.516,0.344
0.643,4.344,0.234
0.488,3.266,0.297
500,10000,
0.621,4.031,0.219
0.486,3.172,0.266
0.479,3.031,0.313
0.599,3.922,0.313
0.481,3.125,0.359
0.523,3.203,0.375
0.510,3.219,0.234
0.581,3.984,0.234
0.600,4.047,0.281
0.479,3.031,0.281
500,100000,
0.614,4.172,0.234
0.598,3.844,0.344
0.567,3.563,0.266
0.513,3.359,0.156
0.555,3.688,0.344
0.668,4.391,0.391
0.669,4.547,0.359
0.520,3.375,0.547
0.622,4.266,0.359
0.608,4.047,0.344
500,1000000,
0.696,4.531,0.547
0.516,3.531,0.313
0.526,3.453,0.531
0.612,4.047,0.563
0.562,3.797,0.547
0.587,3.813,0.531
0.645,4.250,0.563
0.678,4.594,0.531
0.550,3.594,0.250
0.454,2.906,0.234
500,10000000,
0.627,4.203,0.203
0.442,2.859,0.219
0.580,3.953,0.219
0.534,3.469,0.422
0.614,4.047,0.359
0.572,3.625,0.313
0.545,3.625,0.344
0.434,2.719,0.188
0.456,2.891,0.281
0.623,4.203,0.375
500,100000000,
0.556,3.672,0.328
0.657,4.406,0.297
0.638,4.281,0.219
0.423,2.766,0.219
0.632,4.172,0.281
0.546,3.484,0.344
0.528,3.563,0.219
0.698,4.656,0.359
0.463,2.859,0.281
0.615,4.125,0.156
600,1,
2.802,4.781,16.750
2.739,4.859,16.203
2.794,4.953,16.344
2.805,5.219,16.453
2.779,5.141,16.328
2.715,4.781,16.031
2.788,5.313,16.266
2.770,4.859,16.438
2.777,5.219,15.906
2.857,4.875,16.906
600,10,
0.499,1.438,1.984
0.512,1.625,2.016
0.572,1.609,2.344
0.520,1.578,1.984
0.497,1.281,1.984
0.555,1.766,2.063
0.580,1.359,2.656
0.512,1.625,1.813
0.501,1.516,1.859
0.508,1.391,2.031
600,100,
0.558,3.234,0.625
0.558,3.422,0.469
0.614,3.859,0.531
0.627,4.016,0.391
0.560,3.547,0.281
0.643,4.125,0.609
0.538,3.375,0.625
0.582,3.734,0.656
0.561,3.438,0.609
0.707,4.609,0.641
600,1000,
0.623,3.844,0.391
0.567,3.641,0.375
0.567,3.531,0.656
0.535,3.328,0.625
0.501,2.891,0.688
0.600,3.828,0.531
0.522,3.344,0.453
0.669,4.266,0.797
0.644,4.234,0.563
0.582,3.578,0.656
600,10000,
0.663,4.422,0.469
0.526,3.250,0.594
0.553,3.578,0.531
0.491,3.016,0.594
0.546,3.484,0.375
0.623,3.969,0.422
0.543,3.391,0.344
0.536,3.234,0.297
0.512,3.031,0.500
0.519,3.266,0.328
600,100000,
0.474,2.969,0.188
0.568,3.563,0.406
0.525,3.266,0.578
0.668,4.313,0.563
0.555,3.578,0.422
0.580,3.797,0.375
0.527,3.391,0.500
0.629,4.219,0.422
0.655,4.266,0.641
0.544,3.453,0.406
600,1000000,
0.679,4.578,0.547
0.570,3.688,0.516
0.589,3.688,0.313
0.498,3.203,0.375
0.490,3.141,0.297
0.551,3.563,0.438
0.490,3.031,0.453
0.500,3.031,0.391
0.594,3.906,0.266
0.607,3.766,0.328
600,10000000,
0.647,4.063,0.516
0.608,3.969,0.578
0.595,3.813,0.609
0.455,2.703,0.563
0.568,3.641,0.563
0.600,3.781,0.516
0.522,3.266,0.672
0.570,3.547,0.641
0.658,4.188,0.734
0.658,4.250,0.641
600,100000000,
0.578,3.500,0.391
0.537,3.516,0.266
0.594,3.766,0.391
0.541,3.563,0.359
0.606,3.891,0.422
0.515,3.172,0.375
0.629,4.016,0.391
0.511,3.266,0.563
0.616,4.063,0.641
0.628,4.016,0.516
700,1,
2.737,4.750,16.172
2.642,4.828,15.422
2.696,4.844,15.969
2.761,4.969,16.125
2.777,4.859,16.469
2.742,5.000,15.688
2.806,5.078,16.156
2.815,4.969,16.375
2.840,5.078,16.547
2.751,5.281,15.906
700,10,
0.606,1.641,2.484
0.566,1.781,2.078
0.522,1.266,2.250
0.498,1.531,1.875
0.537,1.578,1.984
0.549,1.703,2.063
0.504,1.625,1.938
0.558,1.484,2.406
0.515,1.563,1.875
0.511,1.406,2.016
700,100,
0.620,3.563,0.500
0.491,2.875,0.656
0.557,3.406,0.297
0.634,3.875,0.531
0.574,3.344,0.500
0.606,3.891,0.297
0.624,3.641,0.656
0.668,4.328,0.297
0.632,3.922,0.516
0.581,3.484,0.375
700,1000,
0.616,3.750,0.484
0.557,3.531,0.500
0.677,4.125,0.438
0.572,3.500,0.516
0.606,3.781,0.563
0.568,3.406,0.594
0.531,3.234,0.344
0.531,3.266,0.359
0.620,3.969,0.484
0.583,3.609,0.594
700,10000,
0.582,3.625,0.438
0.622,3.797,0.391
0.552,3.219,0.516
0.684,4.391,0.531
0.638,3.953,0.531
0.616,3.969,0.719
0.607,3.844,0.453
0.514,3.063,0.391
0.473,2.969,0.375
0.607,4.016,0.391
700,100000,
0.593,3.719,0.609
0.584,3.594,0.734
0.644,4.109,0.484
0.509,3.266,0.422
0.526,2.984,0.469
0.690,4.406,0.297
0.575,3.641,0.234
0.744,4.719,0.484
